LFQ	105	0	0	0	0	0	0	0	0	0	0	0	0	570	928	40800	29620	5856	8614	659	190	0	0	0	0	233	109	253	17756	302	3444	27456	12630	12882	16285	26116	18752	17175	65641	77469	138702	0	0
LFQ	106	0	0	2	0	0	0	0	0	0	0	0	0	380	476	8450	14277	13544	22537	543	4329	1	0	0	0	219	120	264	10435	247	4798	13808	16051	525	32314	15135	8778	9970	95258	88963	160851	0	0
LFQ	107	0	0	1	0	0	0	0	0	0	0	0	0	402	1107	13014	2055	15732	6163	3272	250	0	0	0	0	249	120	346	7865	270	5618	14620	9873	2128	47261	5977	11876	12602	129666	105807	125809	0	0
LFQ	108	0	0	0	0	0	0	0	0	0	0	0	0	469	585	6548	24718	12563	27811	7967	366	0	0	0	0	235	136	460	7964	302	10389	12921	6671	347	35295	10258	14221	9981	94709	89898	146692	0	0
LFQ	109	0	0	2	0	0	0	0	0	0	0	0	0	711	668	8145	13739	33353	14472	511	1187	0	0	0	0	253	150	278	14180	311	5389	14295	6245	3615	20947	13662	10783	8982	85953	87046	176367	5	0
LFQ	110	0	0	2	0	0	0	0	0	0	0	0	0	670	1339	8649	10304	26112	28439	3422	1939	0	0	0	0	258	126	353	11007	411	8381	16142	8671	1798	30855	6427	19755	11381	87366	80016	157203	0	0
LFQ	111	0	0	0	0	0	0	0	0	0	0	0	0	806	1901	18271	5714	33961	14603	7725	297	0	0	0	0	256	134	342	10043	391	7228	15663	7987	4552	20694	5992	17902	18627	93775	103438	130514	0	0
LFQ	112	0	0	3	0	0	0	0	0	0	0	0	0	1068	1092	20662	16418	12802	2667	833	236	0	0	0	0	248	179	712	13509	329	8650	49472	6099	9332	9498	15114	6064	18602	100903	104143	121935	0	0
LFQ	113	0	0	0	0	0	0	0	0	0	0	0	0	893	984	6637	10594	37563	5001	683	1488	0	0	0	0	370	159	567	16189	1041	5235	51028	6182	2914	17828	11236	8160	8528	80639	74926	171453	0	0
LFQ	114	0	0	2	0	0	0	0	0	0	0	0	0	1325	1166	13147	11896	62751	15048	4270	308	0	0	0	0	378	253	540	21930	672	3740	34715	8380	499	20522	11181	9066	7037	76501	67008	147254	0	0
LFQ	115	0	0	4	0	0	0	0	0	0	0	0	0	2129	1140	12648	2898	71029	10604	607	522	0	0	0	0	319	209	350	24791	644	3792	31469	12199	961	27105	14831	10657	11931	87881	70700	119823	0	0
LFQ	116	0	0	0	0	0	0	0	0	0	0	0	0	1302	1791	18433	3749	31005	2231	281	380	0	0	0	0	412	355	672	20570	588	12972	113378	3101	5866	6990	13970	5917	15107	87668	70238	100807	0	0
LFQ	117	0	0	0	0	0	0	0	0	0	0	0	0	2741	2301	26774	2507	23791	2891	213	570	0	0	0	0	317	281	755	40426	780	34567	32225	9160	2614	36821	22856	13114	2373	77861	86350	94684	0	0
LFQ	118	0	0	4	0	0	0	0	0	0	0	0	0	1799	4086	31220	3393	41089	3985	279	183	0	0	0	0	340	260	431	28438	853	3970	74902	2007	2437	16445	11235	14812	8393	94694	68092	102469	0	0
LFQ	119	0	0	2	0	0	0	0	0	0	0	0	0	2335	2417	27629	5314	15003	973	514	60	0	0	0	0	344	354	975	22992	598	10229	46138	8316	4275	14112	42625	6674	7612	81525	120931	92020	0	0
LFQ	120	0	0	2	0	0	0	0	0	0	0	0	0	2629	1368	16041	24630	4758	1754	263	1082	0	0	0	0	373	470	1286	22089	1052	12210	67537	6149	7851	12367	74027	17769	27413	50933	96610	53580	0	0
LFQ	121	0	0	1	0	0	0	0	0	0	0	0	0	6628	3529	81934	2925	2741	777	153	145	0	0	0	0	621	551	1047	39030	1580	30091	83056	4454	2716	32519	26580	8535	3901	25457	32053	18273	0	0
LFQ	122	0	0	5	0	0	0	0	0	0	0	0	0	958	391	11814	635	1885	626	135	132	0	0	0	0	450	370	2492	16935	496	30267	76792	7391	2908	18795	29910	11155	2575	34357	33570	8866	0	0
LFQ	123	0	0	4	0	0	0	0	0	0	0	0	0	1252	814	23110	1260	2728	757	231	134	0	0	0	0	334	275	999	15009	226	5336	46050	5315	24735	5679	64093	14830	44702	8268	21150	4965	0	0
LFQ	124	0	0	4	0	0	0	0	0	0	0	0	0	14553	4207	39094	1397	3525	627	4364	135	0	0	0	0	837	615	1362	36189	200	39243	60245	4605	4638	31010	22833	6995	1887	4500	5987	1307	0	0
LFQ	125	0	0	0	0	0	0	0	0	0	0	0	0	4374	2183	27940	1815	2008	1132	192	30	0	0	0	0	1436	775	3719	32317	893	27232	61086	11245	6239	20323	22091	6490	1363	32140	15991	3167	0	0
LFQ	126	0	0	0	0	0	0	0	0	0	0	0	0	5608	10636	8612	3381	48057	17121	181	19	0	0	0	0	1376	675	1569	30475	2610	8032	35384	13229	1150	8021	7903	6176	1254	36861	20822	13611	0	0
LFQ	127	0	0	2	0	0	0	0	0	0	0	0	0	1226	1596	4728	3856	6481	3028	131	7	0	0	0	0	872	799	3755	19563	643	13801	25998	15224	3974	3670	10264	5888	980	69242	54602	30984	0	0
LFQ	128	0	0	0	0	0	0	0	0	0	0	0	0	1083	1707	5140	15061	2115	1103	109	7	0	0	0	0	815	654	1245	18009	501	3511	16836	4351	6308	5661	23659	1917	2603	52178	49506	44795	0	0
LFQ	129	0	0	0	0	0	0	0	0	0	0	0	0	604	626	1757	2547	1911	631	145	7	0	0	0	0	752	621	936	11778	360	3334	11461	1537	4068	2044	6550	752	1520	17634	14265	18207	0	0
LFQ	130	0	0	0	0	0	0	0	0	0	0	0	0	517	366	2262	1328	2452	1042	58	30	0	0	0	0	287	234	415	4937	284	1357	2625	749	384	989	741	494	393	2252	1713	1436	0	0
LFQ	131	0	0	0	0	0	0	0	0	0	0	0	0	410	403	1745	1465	2264	696	37	74	0	0	0	0	210	125	306	1595	59	522	1661	499	315	902	827	411	319	2099	1688	1367	0	0
LFQ	132	0	0	0	0	0	0	0	0	0	0	0	0	323	402	1467	1584	2155	839	47	86	0	0	0	0	194	100	264	1240	132	556	1463	554	229	755	621	355	289	2361	1551	1238	0	0
LFQ	133	0	0	0	0	0	0	0	0	0	0	0	0	430	446	1489	1804	2696	639	187	8	0	0	0	0	164	114	257	1186	166	531	1106	561	220	755	645	380	234	2034	1591	1066	0	0
LFQ	134	0	0	0	0	0	0	0	0	0	0	0	0	442	407	1217	1625	2702	218	54	6	0	0	0	0	163	101	253	1381	174	484	976	566	139	1092	523	590	167	2297	1731	1321	0	0
LFQ	135	0	0	0	0	0	0	0	0	0	0	0	0	468	490	1036	1246	3480	298	32	71	0	0	0	0	166	81	199	1108	181	452	700	487	110	1136	510	576	223	2408	1740	1344	0	0
LFQ	136	0	0	0	0	0	0	0	0	0	0	0	0	599	480	1136	1278	3007	271	33	14	0	0	0	0	189	100	323	1169	133	416	813	460	138	1244	454	513	198	2130	1790	1562	0	0
LFQ	137	0	0	0	0	0	0	0	0	0	0	0	0	602	572	1537	874	2663	194	12	33	0	0	0	0	182	123	206	1303	146	424	926	477	258	769	492	589	379	2144	1721	1708	0	0
LFQ	138	0	0	0	0	0	0	0	0	0	0	0	0	765	697	1221	952	2529	319	30	15	0	0	0	0	166	119	412	1564	168	1118	1935	448	120	723	389	318	176	1625	1155	1176	0	0
LFQ	139	0	0	0	0	0	0	0	0	0	0	0	0	1306	572	1639	751	2017	183	13	22	0	0	0	0	279	172	334	1844	207	747	971	457	295	648	527	431	157	1716	1317	1414	0	0
LFQ	140	0	0	0	0	0	0	0	0	0	0	0	0	988	1180	1887	883	2009	184	6	9	0	0	0	0	222	178	261	1565	180	566	1083	304	186	571	620	415	233	1595	1314	1330	0	0
LFQ	141	0	0	0	0	0	0	0	0	0	0	0	0	982	927	1460	742	1509	81	27	1	0	0	0	0	283	208	376	1698	135	633	1064	368	280	507	764	461	286	1799	1527	1485	0	0
LFQ	142	0	0	0	0	0	0	0	0	0	0	0	0	1216	880	1243	951	903	406	25	59	0	0	0	0	261	213	575	1957	134	1280	1143	463	494	551	1183	305	428	954	833	694	0	0
LFQ	143	0	0	0	0	0	0	0	0	0	0	0	0	1592	1560	1754	941	937	79	16	14	0	0	0	0	267	208	356	1624	149	721	801	528	327	533	842	273	167	1173	1075	948	0	0
LFQ	144	0	0	0	0	0	0	0	0	0	0	0	0	940	882	1105	942	942	89	30	3	0	0	0	0	284	288	1003	2002	163	1133	1321	406	298	724	625	179	237	1318	881	541	0	0
LFQ	145	0	0	0	0	0	0	0	0	0	0	0	0	1003	1068	989	955	1106	112	73	10	0	0	0	0	281	228	546	1709	121	921	763	681	777	429	1185	136	288	883	1019	614	0	0
LFQ	146	0	0	0	0	0	0	0	0	0	0	0	0	1432	1367	1042	949	1609	108	192	6	0	0	0	0	420	326	625	1922	166	738	837	391	208	501	482	180	123	805	514	329	0	0
LFQ	147	0	0	0	0	0	0	0	0	0	0	0	0	944	1086	707	937	1148	84	25	10	0	0	0	0	379	332	846	1692	223	822	800	478	244	1001	494	186	116	1219	679	396	0	0
LFQ	148	0	0	0	0	0	0	0	0	0	0	0	0	841	1262	756	1493	1702	88	24	0	0	0	0	0	386	239	523	1451	268	506	628	319	179	678	442	293	97	1124	705	464	0	0
LFQ	149	0	0	0	0	0	0	0	0	0	0	0	0	529	680	634	1310	634	101	6	0	0	0	0	0	340	296	1029	1570	249	730	659	332	263	563	715	165	93	1388	968	496	0	0
LFQ	150	0	0	0	0	0	0	0	0	0	0	0	0	525	578	336	709	363	29	13	0	0	0	0	0	311	296	599	1411	301	508	609	413	414	388	729	184	134	1387	1041	730	0	0
LFQ	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	532	616	1499	167	356	355	132	92	215	192	81	64	304	285	198	0	0
# GC Content of first fragments. Use `grep ^GCF | cut -f 2-` to extract this part.
GCF	13.82	0
GCF	27.89	1
GCF	32.16	0
GCF	36.43	5
GCF	36.93	9
GCF	37.44	13
GCF	37.94	49
GCF	38.44	11
GCF	38.94	15
GCF	39.45	24
GCF	39.95	31
GCF	40.45	59
GCF	40.95	115
GCF	41.46	304
GCF	41.96	879
GCF	42.46	1416
GCF	42.96	9432
GCF	43.47	12993
GCF	43.97	77367
GCF	44.47	18183
GCF	44.97	24650
GCF	45.48	6440
GCF	45.98	6298
GCF	46.48	3832
GCF	46.98	10098
GCF	47.49	13223
GCF	47.99	63162
GCF	48.49	73493
GCF	48.99	16531
GCF	49.50	7412
GCF	50.00	4330
GCF	50.50	3206
GCF	51.01	3858
GCF	51.51	4251
GCF	52.01	4154
GCF	52.51	3092
GCF	53.02	2847
GCF	53.52	3007
GCF	54.02	3076
GCF	54.52	9482
GCF	55.03	11134
GCF	55.53	82538
GCF	56.03	15539
GCF	56.53	13935
GCF	57.04	2645
GCF	57.54	2342
GCF	58.04	852
GCF	58.54	570
GCF	59.05	449
GCF	59.55	309
GCF	60.05	317
GCF	60.55	328
GCF	61.06	594
GCF	61.56	1320
GCF	62.06	1773
GCF	62.56	10276
GCF	63.07	11908
GCF	63.57	75575
GCF	64.07	53161
GCF	64.57	49064
GCF	65.08	13885
GCF	65.58	7975
GCF	66.08	2918
GCF	66.58	1186
GCF	67.09	690
GCF	67.59	400
GCF	68.09	186
GCF	68.59	151
GCF	69.10	93
GCF	69.60	66
GCF	70.10	52
GCF	70.60	41
GCF	71.11	28
GCF	71.61	17
GCF	72.11	10
GCF	72.61	11
GCF	73.12	7
GCF	73.62	6
GCF	74.62	3
GCF	75.63	0
GCF	76.13	2
GCF	76.88	1
# GC Content of last fragments. Use `grep ^GCL | cut -f 2-` to extract this part.
GCL	14.07	0
GCL	28.39	1
GCL	28.89	2
GCL	29.90	1
GCL	31.41	0
GCL	32.41	1
GCL	33.42	2
GCL	34.42	4
GCL	35.43	2
GCL	36.43	31
GCL	36.93	33
GCL	37.44	13
GCL	37.94	7
GCL	38.44	42
GCL	38.94	15
GCL	39.45	11
GCL	39.95	14
GCL	40.45	20
GCL	40.95	30
GCL	41.46	34
GCL	41.96	98
GCL	42.46	140
GCL	42.96	263
GCL	43.47	382
GCL	43.97	1716
GCL	44.47	13139
GCL	44.97	13755
GCL	45.48	73117
GCL	45.98	78627
GCL	46.48	22950
GCL	46.98	9329
GCL	47.49	13072
GCL	47.99	12840
GCL	48.49	64964
GCL	48.99	26370
GCL	49.50	19309
GCL	50.00	8838
GCL	50.50	6625
GCL	51.01	4047
GCL	51.51	3358
GCL	52.01	3326
GCL	52.51	4038
GCL	53.02	4824
GCL	53.52	15198
GCL	54.02	61137
GCL	54.52	71990
GCL	55.03	30405
GCL	55.53	25859
GCL	56.03	63770
GCL	56.53	63213
GCL	57.04	53152
GCL	57.54	49999
GCL	58.04	20424
GCL	58.54	9377
GCL	59.05	8192
GCL	59.55	4115
GCL	60.05	2525
GCL	60.55	2200
GCL	61.06	1351
GCL	61.56	938
GCL	62.06	764
GCL	62.56	534
GCL	63.07	444
GCL	63.57	350
GCL	64.07	344
GCL	64.57	297
GCL	65.08	545
GCL	65.58	493
GCL	66.08	304
GCL	66.58	199
GCL	67.09	157
GCL	67.59	99
GCL	68.09	88
GCL	68.59	56
GCL	69.10	48
GCL	69.60	40
GCL	70.10	32
GCL	70.60	21
GCL	71.11	17
GCL	71.61	11
GCL	72.11	10
GCL	72.61	6
GCL	73.12	4
GCL	73.62	2
GCL	74.37	3
GCL	75.13	1
GCL	75.63	2
GCL	76.13	1
GCL	76.63	0
GCL	77.14	2
GCL	77.64	0
GCL	78.39	1
GCL	79.15	0
GCL	79.90	1
# ACGT content per cycle. Use `grep ^GCC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
GCC	1	21.17	1.94	54.45	22.43	0.02	0.00
GCC	2	11.45	42.91	30.34	15.29	0.01	0.00
GCC	3	60.28	23.67	3.54	12.51	0.00	0.00
GCC	4	41.01	0.76	3.04	55.19	0.01	0.00
GCC	5	36.25	21.60	39.69	2.47	0.00	0.00
GCC	6	13.43	29.86	54.17	2.54	0.01	0.00
GCC	7	0.80	17.40	80.13	1.68	0.01	0.00
GCC	8	11.31	16.58	54.28	17.84	0.00	0.00
GCC	9	37.58	2.14	43.96	16.32	0.00	0.00
GCC	10	16.68	49.32	12.25	21.74	0.00	0.00
GCC	11	22.43	4.19	51.58	21.81	0.01	0.00
GCC	12	26.17	24.87	3.04	45.92	0.01	0.00
GCC	13	0.55	16.28	60.54	22.63	0.02	0.00
GCC	14	36.44	2.58	39.74	21.24	0.01	0.00
GCC	15	12.27	33.28	23.36	31.09	0.00	0.00
GCC	16	23.77	11.55	62.40	2.29	0.00	0.00
GCC	17	4.11	2.36	15.99	77.54	0.00	0.00
GCC	18	20.90	38.14	19.24	21.71	0.00	0.00
GCC	19	2.93	57.45	3.30	36.32	0.00	0.00
GCC	20	18.74	53.64	15.38	12.24	0.00	0.00
GCC	21	31.72	2.96	52.31	13.00	0.00	0.00
GCC	22	1.17	19.19	33.44	46.20	0.00	0.00
GCC	23	33.30	37.29	26.94	2.47	0.00	0.00
GCC	24	56.20	1.44	3.48	38.88	0.00	0.00
GCC	25	17.10	1.58	57.86	23.46	0.00	0.00
GCC	26	12.44	15.83	49.17	22.56	0.00	0.00
GCC	27	38.27	2.80	22.69	36.24	0.00	0.00
GCC	28	33.42	43.40	22.34	0.84	0.00	0.00
GCC	29	37.75	11.13	49.49	1.62	0.00	0.00
GCC	30	29.01	1.67	33.57	35.74	0.00	0.00
GCC	31	24.20	31.73	32.65	11.42	0.00	0.00
GCC	32	32.68	40.81	3.87	22.65	0.00	0.00
GCC	33	67.91	18.04	11.76	2.29	0.00	0.00
GCC	34	2.43	26.27	53.79	17.51	0.00	0.00
GCC	35	2.94	38.91	26.21	31.94	0.00	0.00
GCC	36	30.51	14.61	1.58	53.30	0.00	0.00
GCC	37	23.00	52.02	22.69	2.29	0.00	0.00
GCC	38	22.96	37.51	26.38	13.16	0.00	0.00
GCC	39	24.41	15.74	12.06	47.79	0.00	0.00
GCC	40	42.63	3.55	37.28	16.54	0.00	0.00
GCC	41	21.52	30.20	11.78	36.49	0.00	0.00
GCC	42	34.89	1.43	30.69	33.00	0.00	0.00
GCC	43	1.55	58.06	37.95	2.44	0.00	0.00
GCC	44	1.33	47.59	35.47	15.61	0.00	0.00
GCC	45	22.06	23.02	28.57	26.35	0.00	0.00
GCC	46	36.46	37.31	22.11	4.12	0.00	0.00
GCC	47	12.54	37.25	11.79	38.41	0.00	0.00
GCC	48	59.44	22.41	0.99	17.15	0.00	0.00
GCC	49	46.19	13.82	37.39	2.60	0.00	0.00
GCC	50	1.05	93.34	1.36	4.24	0.00	0.00
GCC	51	16.91	31.78	3.04	48.26	0.00	0.00
GCC	52	21.90	2.44	73.07	2.59	0.00	0.00
GCC	53	37.46	2.69	37.12	22.73	0.00	0.00
GCC	54	39.16	32.21	17.76	10.87	0.00	0.00
GCC	55	67.35	28.05	3.65	0.95	0.00	0.00
GCC	56	38.56	17.85	42.38	1.22	0.00	0.00
GCC	57	15.68	32.26	35.00	17.06	0.00	0.00
GCC	58	12.22	62.64	23.03	2.11	0.00	0.00
GCC	59	36.09	12.39	3.47	48.06	0.00	0.00
GCC	60	36.21	24.46	26.96	12.37	0.00	0.00
GCC	61	1.14	16.46	27.68	54.73	0.00	0.00
GCC	62	32.67	26.55	15.80	24.98	0.00	0.00
GCC	63	32.21	23.18	17.36	27.25	0.00	0.00
GCC	64	32.18	50.88	13.70	3.24	0.00	0.00
GCC	65	35.97	27.68	33.46	2.89	0.00	0.00
GCC	66	22.28	37.09	14.84	25.79	0.00	0.00
GCC	67	43.07	17.17	37.24	2.52	0.00	0.00
GCC	68	35.05	31.79	2.56	30.60	0.00	0.00
GCC	69	49.27	17.06	1.15	32.53	0.00	0.00
GCC	70	23.48	16.97	43.51	16.04	0.00	0.00
GCC	71	28.15	36.07	22.27	13.51	0.00	0.00
GCC	72	38.18	37.71	11.58	12.53	0.00	0.00
GCC	73	42.94	17.72	37.81	1.53	0.00	0.00
GCC	74	32.99	31.91	30.60	4.51	0.00	0.00
GCC	75	22.86	12.47	2.10	62.57	0.00	0.00
GCC	76	22.72	16.91	35.85	24.52	0.00	0.00
GCC	77	33.87	53.22	1.28	11.63	0.00	0.00
GCC	78	37.83	23.56	11.58	27.02	0.00	0.00
GCC	79	22.42	48.80	26.54	2.24	0.00	0.00
GCC	80	12.10	52.91	21.64	13.35	0.00	0.00
GCC	81	33.12	11.70	27.66	27.52	0.00	0.00
GCC	82	44.65	25.95	13.47	15.94	0.00	0.00
GCC	83	37.50	37.72	11.79	12.99	0.00	0.00
GCC	84	32.11	21.74	17.96	28.19	0.00	0.00
GCC	85	22.84	38.33	36.50	2.34	0.00	0.00
GCC	86	27.77	39.14	1.58	31.51	0.00	0.00
GCC	87	13.03	59.29	1.28	26.41	0.00	0.00
GCC	88	24.48	1.91	46.45	27.17	0.00	0.00
GCC	89	42.61	42.56	12.88	1.95	0.00	0.00
GCC	90	36.15	29.08	2.20	32.56	0.00	0.00
GCC	91	31.93	27.13	38.21	2.73	0.00	0.00
GCC	92	23.88	27.53	35.07	13.51	0.00	0.00
GCC	93	21.84	13.91	22.23	42.02	0.00	0.00
GCC	94	27.04	28.69	42.60	1.66	0.00	0.00
GCC	95	37.13	17.20	22.65	23.02	0.00	0.00
GCC	96	11.78	1.38	13.88	72.96	0.00	0.00
GCC	97	22.13	39.26	25.74	12.86	0.00	0.00
GCC	98	42.53	17.11	16.72	23.64	0.00	0.00
GCC	99	36.77	48.17	1.98	13.09	0.00	0.00
GCC	100	21.29	43.41	22.07	13.23	0.00	0.00
GCC	101	10.97	13.68	37.23	38.12	0.00	0.00
GCC	102	22.18	48.11	2.29	27.42	0.00	0.00
GCC	103	25.57	27.34	23.61	23.49	0.00	0.00
GCC	104	22.08	26.06	26.65	25.21	0.00	0.00
GCC	105	11.87	3.74	26.00	58.39	0.00	0.00
GCC	106	45.84	17.31	23.03	13.82	0.00	0.00
GCC	107	1.41	38.91	32.08	27.60	0.00	0.00
GCC	108	11.94	14.14	46.59	27.33	0.00	0.00
GCC	109	12.96	31.55	41.77	13.72	0.00	0.00
GCC	110	22.31	37.33	18.50	21.85	0.00	0.00
GCC	111	16.48	11.84	24.06	47.62	0.00	0.00
GCC	112	3.80	42.05	32.54	21.61	0.00	0.00
GCC	113	22.67	17.98	46.45	12.89	0.00	0.00
GCC	114	12.49	24.26	23.82	39.43	0.00	0.00
GCC	115	1.13	24.13	61.33	13.41	0.00	0.00
GCC	116	23.13	26.38	46.89	3.60	0.00	0.00
GCC	117	46.46	37.66	12.44	3.44	0.00	0.00
GCC	118	25.68	28.15	11.78	34.39	0.00	0.00
GCC	119	10.68	58.52	1.35	29.45	0.00	0.00
GCC	120	16.54	39.20	11.93	32.33	0.00	0.00
GCC	121	21.78	18.06	26.69	33.47	0.00	0.00
GCC	122	1.90	57.22	36.42	4.45	0.00	0.00
GCC	123	24.23	37.79	8.13	29.85	0.00	0.00
GCC	124	48.94	44.19	3.70	3.17	0.00	0.00
GCC	125	4.05	55.87	37.24	2.85	0.00	0.00
GCC	126	11.01	5.04	4.39	79.56	0.00	0.00
GCC	127	2.91	55.36	33.54	8.20	0.00	0.00
GCC	128	4.55	56.29	35.95	3.21	0.00	0.00
GCC	129	5.63	18.27	8.02	68.08	0.00	0.00
GCC	130	13.55	20.55	16.51	49.39	0.00	0.00
GCC	131	20.20	48.02	14.69	17.09	0.00	0.00
GCC	132	47.19	20.44	14.59	17.77	0.00	0.00
GCC	133	25.27	19.50	18.83	36.40	0.00	0.00
GCC	134	17.54	20.42	21.65	40.39	0.00	0.00
GCC	135	19.71	9.71	19.24	51.34	0.00	0.00
GCC	136	21.91	43.99	14.99	19.10	0.00	0.00
GCC	137	18.18	21.42	51.64	8.75	0.00	0.00
GCC	138	23.61	22.63	10.64	43.13	0.00	0.00
GCC	139	17.18	52.81	16.69	13.31	0.00	0.00
GCC	140	22.92	44.24	18.32	14.53	0.00	0.00
GCC	141	22.24	20.36	14.82	42.58	0.00	0.00
GCC	142	19.09	28.08	11.83	41.00	0.00	0.00
GCC	143	17.38	23.44	9.64	49.53	0.00	0.00
GCC	144	19.49	52.88	13.83	13.80	0.00	0.00
GCC	145	39.59	21.15	16.48	22.78	0.00	0.00
GCC	146	20.66	11.07	49.02	19.24	0.00	0.00
GCC	147	11.14	51.78	13.39	23.69	0.00	0.00
GCC	148	17.76	14.10	12.49	55.65	0.00	0.00
GCC	149	45.00	21.06	11.74	22.20	0.00	0.00
GCC	150	43.08	19.21	19.36	18.35	0.00	0.00
GCC	151	52.85	15.35	13.65	18.15	0.00	0.00
# ACGT content per cycle, read oriented. Use `grep ^GCT | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]
GCT	1	0.24	29.47	26.93	43.37
GCT	2	4.76	37.23	36.02	21.98
GCT	3	36.00	3.49	23.71	36.79
GCT	4	39.15	2.11	1.70	57.05
GCT	5	22.70	35.23	26.06	16.02
GCT	6	11.46	46.87	37.16	4.51
GCT	7	2.20	61.23	36.30	0.27
GCT	8	3.45	21.13	49.72	25.69
GCT	9	53.22	34.15	11.95	0.68
GCT	10	22.57	56.76	4.82	15.86
GCT	11	10.56	38.79	16.97	33.68
GCT	12	21.83	23.81	4.10	50.26
GCT	13	0.87	34.71	42.11	22.31
GCT	14	45.91	19.94	22.37	11.77
GCT	15	24.82	2.23	54.41	18.55
GCT	16	22.85	58.88	15.06	3.21
GCT	17	47.03	0.69	17.66	34.62
GCT	18	32.46	55.34	2.04	10.15
GCT	19	38.33	49.83	10.92	0.92
GCT	20	17.65	37.32	31.69	13.33
GCT	21	22.86	37.04	18.23	21.87
GCT	22	46.42	17.24	35.39	0.95
GCT	23	24.71	2.06	62.18	11.06
GCT	24	53.38	2.81	2.11	41.70
GCT	25	21.28	12.26	47.18	19.28
GCT	26	24.08	2.46	62.54	10.91
GCT	27	40.45	23.40	2.09	34.06
GCT	28	1.90	27.25	38.49	32.36
GCT	29	38.34	58.18	2.45	1.03
GCT	30	52.50	2.05	33.19	12.26
GCT	31	24.13	47.05	17.33	11.49
GCT	32	42.12	27.36	17.31	13.20
GCT	33	22.91	18.66	11.14	47.29
GCT	34	16.45	57.02	23.04	3.49
GCT	35	2.00	41.34	23.78	32.88
GCT	36	36.88	3.58	12.62	46.93
GCT	37	21.88	27.79	46.92	3.41
GCT	38	34.05	1.52	62.37	2.07
GCT	39	43.71	11.77	16.03	28.49
GCT	40	37.38	14.33	26.51	21.78
GCT	41	1.31	23.44	18.55	56.70
GCT	42	21.85	16.04	16.08	46.03
GCT	43	3.07	81.98	14.02	0.93
GCT	44	15.75	80.58	2.48	1.19
GCT	45	25.58	24.84	26.75	22.83
GCT	46	2.19	26.56	32.86	38.39
GCT	47	16.21	16.83	32.22	34.74
GCT	48	13.55	21.73	1.68	63.05
GCT	49	2.33	14.08	37.14	46.45
GCT	50	2.10	46.74	47.97	3.19
GCT	51	0.81	2.34	32.48	64.36
GCT	52	23.24	49.02	26.49	1.25
GCT	53	2.97	13.27	26.53	57.22
GCT	54	12.14	32.77	17.20	37.88
GCT	55	32.11	18.88	12.82	36.20
GCT	56	37.15	32.75	27.48	2.62
GCT	57	2.02	23.11	44.15	30.72
GCT	58	11.41	38.02	47.65	2.92
GCT	59	53.23	12.74	3.12	30.91
GCT	60	31.94	3.29	48.13	16.64
GCT	61	32.65	31.68	12.46	23.21
GCT	62	24.39	40.38	1.98	33.25
GCT	63	23.46	15.97	24.57	36.00
GCT	64	12.69	47.55	17.03	22.73
GCT	65	16.27	22.11	39.03	22.59
GCT	66	26.91	18.54	33.40	21.16
GCT	67	23.58	42.11	12.30	22.01
GCT	68	37.78	13.09	21.26	27.87
GCT	69	41.52	17.00	1.20	40.27
GCT	70	15.74	26.34	34.14	23.78
GCT	71	26.51	31.15	27.19	15.14
GCT	72	12.13	36.29	13.00	38.58
GCT	73	22.27	42.27	13.26	22.20
GCT	74	22.35	26.81	35.69	15.14
GCT	75	67.58	13.31	1.25	17.85
GCT	76	32.94	21.64	31.12	14.31
GCT	77	31.65	26.57	27.94	13.85
GCT	78	30.70	11.20	23.94	34.16
GCT	79	23.47	23.55	51.79	1.19
GCT	80	22.86	56.64	17.91	2.60
GCT	81	22.91	27.16	12.20	37.73
GCT	82	36.54	16.13	23.29	24.04
GCT	83	27.95	22.75	26.77	22.53
GCT	84	31.98	28.57	11.13	28.32
GCT	85	1.74	42.60	32.22	23.44
GCT	86	36.54	23.11	17.61	22.74
GCT	87	36.05	36.77	23.79	3.38
GCT	88	27.11	22.11	26.24	24.53
GCT	89	21.56	16.29	39.15	23.00
GCT	90	26.50	13.87	17.42	42.22
GCT	91	13.10	23.64	41.71	21.56
GCT	92	24.18	50.24	12.37	13.21
GCT	93	36.45	2.97	33.17	27.41
GCT	94	12.24	36.03	35.27	16.46
GCT	95	58.62	11.53	28.32	1.52
GCT	96	48.22	11.72	3.54	36.52
GCT	97	11.73	22.60	42.41	23.27
GCT	98	12.98	31.94	1.89	53.19
GCT	99	12.09	47.53	2.61	37.77
GCT	100	12.61	49.25	16.23	21.91
GCT	101	11.49	16.52	34.38	37.60
GCT	102	23.02	23.13	27.28	26.57
GCT	103	2.28	28.45	22.50	46.78
GCT	104	13.87	11.40	41.32	33.41
GCT	105	26.27	11.75	17.99	43.98
GCT	106	2.44	16.28	24.06	57.22
GCT	107	1.99	33.23	37.76	27.02
GCT	108	16.58	12.05	48.69	22.69
GCT	109	24.86	37.09	36.23	1.81
GCT	110	12.93	31.72	24.11	31.24
GCT	111	12.85	13.03	22.87	51.25
GCT	112	0.97	36.75	37.84	24.45
GCT	113	1.69	41.09	23.34	33.88
GCT	114	25.42	33.70	14.38	26.50
