LFQ	101	0	0	2	0	0	0	0	0	0	0	0	0	506	433	9508	7382	40627	24311	21673	1321	3	0	0	0	231	107	237	8452	99	6478	29401	6142	1095	42750	7191	11937	60092	72491	78310	133884	0	0
LFQ	102	0	0	1	0	0	0	0	0	0	0	0	0	495	407	11819	6495	23875	15300	1687	1836	3	0	0	0	258	132	394	13057	219	43962	13604	10528	785	80772	29946	11551	12792	72637	88897	122345	0	0
LFQ	103	0	0	0	0	0	0	0	0	0	0	0	0	664	513	23329	10662	18807	11546	3765	924	0	0	0	0	274	119	511	17695	176	8691	64331	14632	3665	30410	24725	16250	16964	79277	96154	119118	0	0
LFQ	104	0	0	1	0	0	0	0	0	0	0	0	0	888	616	24447	17836	8168	16434	1383	768	0	0	0	0	268	134	387	16087	282	5631	29360	8982	9467	26652	31709	20182	23110	72379	95139	152355	0	0
LFQ	105	0	0	0	0	0	0	0	0	0	0	0	0	1021	1090	43935	30827	8401	10386	1334	705	0	0	0	0	313	148	336	18936	328	4643	28954	13222	13151	19231	27042	19667	19682	71227	82900	144669	0	0
LFQ	106	0	0	2	0	0	0	0	0	0	0	0	0	826	660	11587	15433	16306	24123	1327	4688	1	0	0	0	316	158	348	11473	288	5807	15289	16578	802	34906	16102	9733	12466	100603	94912	166973	0	0
LFQ	107	0	0	1	0	0	0	0	0	0	0	0	0	871	1335	16556	3395	18875	7916	4173	677	0	0	0	0	353	152	449	8994	316	6697	16476	10314	2410	50194	6854	12649	15073	134441	111088	130986	0	0
LFQ	108	0	0	0	0	0	0	0	0	0	0	0	0	910	767	10725	26215	16400	30197	9379	940	0	0	0	0	367	197	641	9232	368	11988	15299	7092	554	38649	10951	14958	12134	98826	93554	150024	0	0
LFQ	109	0	0	2	0	0	0	0	0	0	0	0	0	1346	887	11634	14894	35997	16097	898	1408	0	0	0	0	348	188	389	16013	357	7100	16739	6877	3810	25130	14594	11545	11069	90693	91500	180407	5	0
LFQ	110	0	0	2	0	0	0	0	0	0	0	0	0	1241	1604	12073	11625	28553	29776	3750	2094	0	0	0	0	372	167	452	12710	464	9589	18100	9304	2053	33814	8055	20736	13469	92167	85530	161561	0	0
LFQ	111	0	0	0	0	0	0	0	0	0	0	0	0	1347	2175	21943	7158	36784	16176	8223	519	0	0	0	0	364	180	447	11635	434	8369	17274	8611	4821	23397	7480	18764	20543	98361	108232	135183	0	0
LFQ	112	0	0	3	0	0	0	0	0	0	0	0	0	1586	1397	24884	18313	16020	4487	1490	537	0	0	0	0	388	216	878	15178	386	10194	51551	6541	9558	12398	16261	6690	20450	104583	108094	125342	0	0
LFQ	113	0	0	0	0	0	0	0	0	0	0	0	0	1322	1336	10929	12371	40944	6962	1321	1756	0	0	0	0	510	218	794	18007	1117	6905	53575	6674	3197	21298	12259	8767	9883	84182	78176	174179	0	0
LFQ	114	0	0	2	0	0	0	0	0	0	0	0	0	1894	1555	16707	13353	65791	16674	4611	435	0	0	0	0	506	309	672	23758	742	5079	36684	9326	821	23887	12233	9782	8610	80821	70902	150372	0	0
LFQ	115	0	0	4	0	0	0	0	0	0	0	0	0	2870	1551	15528	4402	74160	12349	896	641	0	0	0	0	432	259	469	26417	727	4886	33074	13139	1264	29501	16133	11498	13674	92302	75117	123593	0	0
LFQ	116	0	0	0	0	0	0	0	0	0	0	0	0	1976	2275	21343	5336	34242	4054	632	502	0	0	0	0	546	400	813	22135	665	14108	114652	3928	6168	9083	15235	6761	16678	91848	74627	105076	0	0
LFQ	117	0	0	0	0	0	0	0	0	0	0	0	0	3446	3012	29232	4153	27121	4507	458	674	0	0	0	0	421	332	890	41872	851	35500	33508	9875	2989	38624	24097	13914	3945	82155	90955	99492	0	0
LFQ	118	0	0	4	0	0	0	0	0	0	0	0	0	2395	4556	33443	5134	44637	5417	481	269	0	0	0	0	453	322	548	29853	933	4827	75998	2681	2722	18200	12402	15537	9830	98902	73040	108084	0	0
LFQ	119	0	0	2	0	0	0	0	0	0	0	0	0	2932	2876	30464	7156	19083	2653	918	247	0	0	0	0	491	434	1272	24432	715	11420	47504	9127	4578	16150	43634	7303	8938	85529	124815	95921	0	0
LFQ	120	0	0	2	0	0	0	0	0	0	0	0	0	3286	1910	18763	26227	8434	3467	484	1204	0	0	0	0	517	536	1462	23810	1187	13291	68995	7172	8115	14713	75028	18459	28637	55043	100522	57418	0	0
LFQ	121	0	0	1	0	0	0	0	0	0	0	0	0	7299	4089	84796	4505	6310	2285	456	288	0	0	0	0	780	653	1312	40669	1712	31356	84641	5661	2994	35010	27534	9175	5073	29537	35771	21598	0	0
LFQ	122	0	0	5	0	0	0	0	0	0	0	0	0	1642	942	15239	2284	5750	2139	556	378	0	0	0	0	594	454	2792	18745	615	31883	78721	8358	3253	21345	30946	11896	3790	37779	36496	11240	0	0
LFQ	123	0	0	5	0	0	0	0	0	0	0	0	0	2091	1472	26447	3101	6264	2297	570	329	0	0	0	0	496	369	1241	17088	364	6913	48169	6525	25035	8682	64986	15368	45571	11629	24037	7011	0	0
LFQ	124	0	0	4	0	0	0	0	0	0	0	0	0	15886	4967	42663	3329	7105	2170	4786	364	0	0	0	0	1016	737	1597	38464	339	40833	62389	5768	4935	33789	23679	7510	2652	7478	8384	3145	0	0
LFQ	125	0	0	0	0	0	0	0	0	0	0	0	0	5532	3052	30643	3349	4774	2071	336	102	0	0	0	0	1637	921	4044	34830	1053	28651	63307	12530	6568	23187	23072	7086	2262	35893	19198	5542	0	0
LFQ	126	0	0	0	0	0	0	0	0	0	0	0	0	6842	11562	11298	4935	51039	18057	314	98	0	0	0	0	1539	809	1765	32597	2725	9046	36746	14189	1538	9847	9219	7060	2397	40984	24804	16668	0	0
LFQ	127	0	0	2	0	0	0	0	0	0	0	0	0	2305	2576	6932	5572	9408	3891	231	64	0	0	0	0	1033	909	3970	21405	767	14635	27201	16059	4324	5118	11653	6776	2071	73387	59116	35096	0	0
LFQ	128	0	0	0	0	0	0	0	0	0	0	0	0	2041	2728	7407	16988	5882	2201	267	112	0	0	0	0	1016	773	1512	19807	657	4411	18084	5131	6687	7326	24977	2653	3608	55926	53314	48379	0	0
LFQ	129	0	0	0	0	0	0	0	0	0	0	0	0	1439	1506	4191	4444	5830	1664	396	142	0	0	0	0	953	807	1588	13724	598	4641	13420	2480	4390	4048	7626	1394	2394	21170	17129	20754	0	0
LFQ	130	0	0	0	0	0	0	0	0	0	0	0	0	1455	1232	4311	3045	6007	1955	163	111	0	0	0	0	472	364	659	7082	492	2419	4207	1666	855	2961	2026	1319	1210	6287	5150	4143	0	0
LFQ	131	0	0	1	0	0	0	0	0	0	0	0	0	1575	1296	3767	3424	5677	1584	140	129	0	0	0	0	391	288	516	3485	242	1275	2976	1351	711	2422	2269	1334	1189	6082	5406	4414	0	0
LFQ	132	0	0	0	0	0	0	0	0	0	0	0	0	1500	1355	3406	3455	5653	1693	137	136	0	0	0	0	388	216	492	3071	326	1296	2663	1343	590	2091	2072	1287	1102	6251	5329	4672	0	0
LFQ	133	0	0	0	0	0	0	0	0	0	0	0	0	1555	1623	3366	3672	6284	1430	304	69	0	0	0	0	366	238	562	2993	354	1552	2418	1341	571	2195	1903	1193	989	5727	5233	4372	0	0
LFQ	134	0	0	1	0	0	0	0	0	0	0	0	0	1667	1417	3090	3609	6151	951	148	48	0	0	0	0	371	273	469	3391	420	1359	2157	1395	528	2509	1973	1544	937	5866	5271	4594	0	0
LFQ	135	0	0	0	0	0	0	0	0	0	0	0	0	1543	1475	2751	3210	6920	994	127	120	0	0	0	0	369	283	477	3055	423	1206	1869	1269	457	2481	1935	1434	939	6048	5624	4966	0	0
LFQ	136	0	0	0	0	0	0	0	0	0	0	0	0	1749	1477	2927	3285	6305	960	126	61	0	0	0	0	406	285	667	2971	365	1251	2013	1253	536	2568	1904	1416	849	5837	5612	4978	0	0
LFQ	137	0	0	0	0	0	0	0	0	0	0	0	0	1749	1787	3159	2794	5619	678	53	51	0	0	0	0	398	314	482	3001	379	1046	1936	1101	758	1971	2065	1564	1230	5798	5878	5802	0	0
LFQ	138	0	0	0	0	0	0	0	0	0	0	0	0	1922	2090	3277	3128	5826	1098	171	79	0	0	0	0	426	334	907	3605	457	2236	3278	1332	655	2188	1819	1181	761	4911	4097	3555	0	0
LFQ	139	0	0	0	0	0	0	0	0	0	0	0	0	2832	2081	3402	2806	4725	782	88	52	0	0	0	0	524	424	703	4220	492	1676	2243	1305	794	2037	1937	1355	749	5112	4487	4267	0	0
LFQ	140	0	0	0	0	0	0	0	0	0	0	0	0	2339	2643	3812	3148	4899	798	86	38	0	0	0	0	450	446	611	3739	453	1368	2114	1043	563	1877	2093	1322	768	5204	4845	4081	0	0
LFQ	141	0	0	0	0	0	0	0	0	0	0	0	0	2288	2240	3129	2963	4102	590	70	24	0	0	0	0	524	498	769	3749	409	1418	2039	1034	684	1692	2314	1469	822	5590	5349	4710	0	0
LFQ	142	0	0	0	0	0	0	0	0	0	0	0	0	2643	2398	3658	3664	4262	1249	151	95	0	0	0	0	551	520	1274	4040	466	2578	2447	1251	904	1810	2384	1001	843	3937	3178	2571	0	0
LFQ	143	0	0	0	0	0	0	0	0	0	0	0	0	3065	3085	3800	3251	3738	671	117	31	0	0	0	0	601	552	1017	4233	572	1965	2405	1548	744	1863	2082	983	554	4057	3652	2900	0	0
LFQ	144	0	0	2	0	0	0	0	0	0	0	0	0	2293	2591	3259	3576	4025	770	150	32	0	0	0	0	618	691	1762	4670	624	2512	3003	1560	682	2040	1702	877	537	3910	2962	1882	0	0
LFQ	145	0	0	0	0	0	0	0	0	0	0	0	0	2521	2802	3197	3534	4119	860	184	33	0	0	0	0	591	658	1366	4495	604	2724	2388	1902	1196	1651	2248	771	555	3323	2771	1594	0	0
LFQ	146	0	0	0	0	0	0	0	0	0	0	0	0	2945	3153	2757	3138	3977	547	242	11	0	0	0	0	819	828	1540	4901	687	2251	2525	1748	603	1708	1672	957	420	3558	2650	1536	0	0
LFQ	147	0	0	0	0	0	0	0	0	0	0	0	0	2414	2730	2490	3397	3770	683	92	19	0	0	0	0	737	782	1760	4406	717	2134	2331	1626	732	2029	1862	962	460	3920	2751	1508	0	0
LFQ	148	0	0	0	0	0	0	0	0	0	0	0	0	2187	2682	2282	3773	3746	445	53	1	0	0	0	0	776	735	1286	4171	725	1501	1912	1504	673	1629	1977	1246	495	4131	3232	2117	0	0
LFQ	149	0	0	0	0	0	0	0	0	0	0	0	0	1627	2036	2192	3882	2825	638	57	0	0	0	0	0	810	824	1975	3897	675	1765	1787	1227	745	1358	2096	967	443	4122	3163	1909	0	0
LFQ	150	0	0	0	0	0	0	0	0	0	0	0	0	1464	1526	1251	2339	1533	273	32	2	0	0	0	0	736	837	1570	4058	899	1585	1828	1478	843	1231	2083	1045	517	4144	3527	2368	0	0
LFQ	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	1518	1962	4189	720	1278	1480	1129	410	750	1004	523	304	1839	1792	1118	0	0
# GC Content of first fragments. Use `grep ^GCF | cut -f 2-` to extract this part.
GCF	1.26	0
GCF	3.27	1
GCF	13.57	0
GCF	23.62	1
GCF	25.88	0
GCF	28.14	1
GCF	29.15	0
GCF	29.90	1
GCF	30.40	0
GCF	30.90	3
GCF	31.41	4
GCF	31.91	0
GCF	32.41	1
GCF	32.91	4
GCF	33.42	1
GCF	34.17	4
GCF	34.92	3
GCF	35.43	8
GCF	35.93	41
GCF	36.43	66
GCF	36.93	122
GCF	37.44	147
GCF	37.94	251
GCF	38.44	293
GCF	38.94	440
GCF	39.45	499
GCF	39.95	752
GCF	40.45	1029
GCF	40.95	1091
GCF	41.46	1316
GCF	41.96	2119
GCF	42.46	2627
GCF	42.96	10644
GCF	43.47	14418
GCF	43.97	79026
GCF	44.47	20277
GCF	44.97	26858
GCF	45.48	8942
GCF	45.98	8908
GCF	46.48	6349
GCF	46.98	12522
GCF	47.49	15608
GCF	47.99	65677
GCF	48.49	75967
GCF	48.99	18991
GCF	49.50	9813
GCF	50.00	6977
GCF	50.50	5544
GCF	51.01	6200
GCF	51.51	6657
GCF	52.01	6406
GCF	52.51	4789
GCF	53.02	4163
GCF	53.52	3803
GCF	54.02	3727
GCF	54.52	10093
GCF	55.03	11850
GCF	55.53	83507
GCF	56.03	15928
GCF	56.53	14231
GCF	57.04	2854
GCF	57.54	2538
GCF	58.04	1031
GCF	58.54	733
GCF	59.05	581
GCF	59.55	420
GCF	60.05	416
GCF	60.55	427
GCF	61.06	686
GCF	61.56	1410
GCF	62.06	1873
GCF	62.56	10398
GCF	63.07	12012
GCF	63.57	75854
GCF	64.07	53382
GCF	64.57	49287
GCF	65.08	14016
GCF	65.58	8071
GCF	66.08	2984
GCF	66.58	1242
GCF	67.09	787
GCF	67.59	846
GCF	68.09	298
GCF	68.59	257
GCF	69.10	126
GCF	69.60	82
GCF	70.10	64
GCF	70.60	50
GCF	71.11	40
GCF	71.61	22
GCF	72.36	16
GCF	73.12	11
GCF	73.62	8
GCF	74.12	7
GCF	74.87	4
GCF	75.63	0
GCF	76.13	3
GCF	76.63	2
GCF	77.14	1
GCF	81.66	0
GCF	86.43	1
GCF	91.71	0
GCF	96.98	1
# GC Content of last fragments. Use `grep ^GCL | cut -f 2-` to extract this part.
GCL	11.56	0
GCL	23.37	1
GCL	23.87	0
GCL	24.62	1
GCL	25.63	0
GCL	26.38	1
GCL	27.39	0
GCL	28.39	1
GCL	28.89	2
GCL	29.90	1
GCL	30.90	0
GCL	31.41	2
GCL	31.91	0
GCL	32.41	2
GCL	32.91	3
GCL	33.42	2
GCL	33.92	4
GCL	34.42	7
GCL	34.92	9
GCL	35.43	15
GCL	35.93	42
GCL	36.43	106
GCL	36.93	140
GCL	37.44	138
GCL	37.94	196
GCL	38.44	352
GCL	38.94	449
GCL	39.45	486
GCL	39.95	647
GCL	40.45	844
GCL	40.95	882
GCL	41.46	955
GCL	41.96	1151
GCL	42.46	1224
GCL	42.96	1405
GCL	43.47	1721
GCL	43.97	3142
GCL	44.47	14779
GCL	44.97	15462
GCL	45.48	75072
GCL	45.98	80732
GCL	46.48	25067
GCL	46.98	11553
GCL	47.49	15179
GCL	47.99	14972
GCL	48.49	67074
GCL	48.99	28516
GCL	49.50	21521
GCL	50.00	11061
GCL	50.50	8774
GCL	51.01	6099
GCL	51.51	5509
GCL	52.01	5650
GCL	52.51	6459
GCL	53.02	7213
GCL	53.52	17450
GCL	54.02	63217
GCL	54.52	73745
GCL	55.03	31753
GCL	55.53	26850
GCL	56.03	64577
GCL	56.53	63842
GCL	57.04	53704
GCL	57.54	50490
GCL	58.04	20795
GCL	58.54	9690
GCL	59.05	8502
GCL	59.55	4376
GCL	60.05	2755
GCL	60.55	2417
GCL	61.06	1531
GCL	61.56	1109
GCL	62.06	926
GCL	62.56	680
GCL	63.07	564
GCL	63.57	464
GCL	64.07	430
GCL	64.57	365
GCL	65.08	605
GCL	65.58	554
GCL	66.08	370
GCL	66.58	259
GCL	67.09	202
GCL	67.59	178
GCL	68.09	264
GCL	68.59	233
GCL	69.10	220
GCL	69.60	163
GCL	70.10	114
GCL	70.60	99
GCL	71.11	80
GCL	71.61	46
GCL	72.11	45
GCL	72.61	41
GCL	73.12	36
GCL	73.62	19
GCL	74.12	23
GCL	74.62	16
GCL	75.13	12
GCL	75.63	8
GCL	76.13	9
GCL	76.63	5
GCL	77.14	8
GCL	77.64	4
GCL	78.14	5
GCL	78.64	4
GCL	79.40	2
GCL	80.15	3
GCL	80.65	1
GCL	81.41	2
GCL	82.41	0
GCL	83.17	1
GCL	83.92	2
GCL	84.92	0
GCL	85.68	2
GCL	86.18	0
GCL	87.69	1
GCL	89.45	0
GCL	90.45	1
GCL	91.21	2
GCL	91.71	1
GCL	92.96	0
GCL	94.47	1
GCL	95.48	3
GCL	96.23	0
GCL	96.98	2
GCL	97.74	1
GCL	98.24	0
GCL	98.74	1
GCL	99.50	3
# ACGT content per cycle. Use `grep ^GCC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
GCC	1	20.96	4.39	52.64	22.00	0.02	0.00
GCC	2	13.16	41.21	29.83	15.80	0.00	0.00
GCC	3	57.06	24.52	5.65	12.77	0.00	0.00
GCC	4	40.42	2.33	4.34	52.91	0.01	0.00
GCC	5	35.41	22.21	38.00	4.38	0.00	0.00
GCC	6	14.27	29.06	51.87	4.80	0.01	0.00
GCC	7	2.20	17.81	76.98	3.01	0.00	0.00
GCC	8	13.00	16.60	51.56	18.84	0.00	0.00
GCC	9	36.09	4.86	42.51	16.54	0.00	0.00
GCC	10	17.41	47.10	13.45	22.04	0.00	0.00
GCC	11	22.39	5.53	49.72	22.37	0.01	0.00
GCC	12	25.35	25.01	5.77	43.87	0.01	0.00
GCC	13	2.18	17.16	57.81	22.86	0.02	0.00
GCC	14	35.62	4.68	38.41	21.29	0.01	0.00
GCC	15	12.79	32.88	23.38	30.95	0.00	0.00
GCC	16	23.94	12.71	59.00	4.35	0.00	0.00
GCC	17	5.37	4.11	16.49	74.02	0.00	0.00
GCC	18	21.08	37.57	19.16	22.19	0.00	0.00
GCC	19	4.16	56.00	4.92	34.93	0.00	0.00
GCC	20	19.17	51.43	15.81	13.59	0.00	0.00
GCC	21	31.06	4.41	50.43	14.10	0.00	0.00
GCC	22	2.81	19.92	32.93	44.34	0.00	0.00
GCC	23	32.57	36.36	26.89	4.17	0.00	0.00
GCC	24	53.61	3.64	4.81	37.93	0.00	0.00
GCC	25	17.72	3.27	55.41	23.60	0.00	0.00
GCC	26	13.08	16.41	47.78	22.74	0.00	0.00
GCC	27	37.21	4.47	22.63	35.69	0.00	0.00
GCC	28	32.50	42.30	22.46	2.74	0.00	0.00
GCC	29	36.72	12.11	47.74	3.43	0.00	0.00
GCC	30	28.59	3.49	33.18	34.74	0.00	0.00
GCC	31	24.05	31.19	32.12	12.64	0.00	0.00
GCC	32	31.77	39.57	6.06	22.61	0.00	0.00
GCC	33	64.58	18.28	12.80	4.34	0.00	0.00
GCC	34	3.80	26.27	51.84	18.10	0.00	0.00
GCC	35	4.10	38.31	26.32	31.27	0.00	0.00
GCC	36	30.41	14.87	3.15	51.56	0.00	0.00
GCC	37	23.03	49.93	23.35	3.70	0.00	0.00
GCC	38	23.34	36.21	26.24	14.22	0.00	0.00
GCC	39	24.80	16.14	12.76	46.30	0.00	0.00
GCC	40	41.35	5.33	36.54	16.78	0.00	0.00
GCC	41	21.90	29.63	12.97	35.50	0.00	0.00
GCC	42	34.26	2.91	30.68	32.16	0.00	0.00
GCC	43	3.04	55.81	37.10	4.05	0.00	0.00
GCC	44	3.08	45.64	35.05	16.23	0.00	0.00
GCC	45	22.19	23.05	28.76	26.00	0.00	0.00
GCC	46	35.41	36.76	22.39	5.45	0.00	0.00
GCC	47	13.76	36.01	12.59	37.65	0.00	0.00
GCC	48	56.98	22.58	2.97	17.48	0.00	0.00
GCC	49	45.03	14.31	36.10	4.56	0.00	0.00
GCC	50	3.04	88.16	3.21	5.59	0.00	0.00
GCC	51	17.41	31.27	5.12	46.20	0.00	0.00
GCC	52	22.62	4.09	69.27	4.03	0.00	0.00
GCC	53	36.71	4.05	36.20	23.04	0.00	0.00
GCC	54	37.68	31.55	18.63	12.14	0.00	0.00
GCC	55	64.08	27.46	6.12	2.34	0.00	0.00
GCC	56	37.86	18.04	41.22	2.88	0.00	0.00
GCC	57	15.91	31.99	34.62	17.48	0.00	0.00
GCC	58	13.46	59.60	23.12	3.82	0.00	0.00
GCC	59	35.14	13.68	5.01	46.17	0.00	0.00
GCC	60	35.61	24.36	26.57	13.46	0.00	0.00
GCC	61	2.65	16.99	27.78	52.58	0.00	0.00
GCC	62	32.31	26.36	16.47	24.85	0.00	0.00
GCC	63	31.72	23.19	17.99	27.11	0.00	0.00
GCC	64	31.39	48.71	15.01	4.89	0.00	0.00
GCC	65	34.91	27.44	32.97	4.68	0.00	0.00
GCC	66	22.52	35.93	15.78	25.77	0.00	0.00
GCC	67	41.68	17.78	36.70	3.84	0.00	0.00
GCC	68	34.35	31.19	4.30	30.15	0.00	0.00
GCC	69	47.82	17.47	2.50	32.21	0.00	0.00
GCC	70	23.20	18.21	42.14	16.45	0.00	0.00
GCC	71	28.17	34.98	22.34	14.51	0.00	0.00
GCC	72	37.14	36.55	12.67	13.64	0.00	0.00
GCC	73	41.39	18.27	37.30	3.04	0.00	0.00
GCC	74	32.70	31.02	30.13	6.16	0.00	0.00
GCC	75	22.81	13.25	4.14	59.80	0.00	0.00
GCC	76	22.75	17.56	35.08	24.61	0.00	0.00
GCC	77	33.59	50.94	2.78	12.69	0.00	0.00
GCC	78	36.90	23.34	12.65	27.11	0.00	0.00
GCC	79	22.74	47.15	26.24	3.87	0.00	0.00
GCC	80	13.19	50.56	21.61	14.64	0.00	0.00
GCC	81	32.62	13.00	27.27	27.10	0.00	0.00
GCC	82	43.36	25.47	14.54	16.63	0.00	0.00
GCC	83	36.81	36.54	12.74	13.91	0.00	0.00
GCC	84	31.73	21.61	18.94	27.71	0.00	0.00
GCC	85	23.30	36.91	35.63	4.16	0.00	0.00
GCC	86	27.38	38.00	3.75	30.87	0.00	0.00
GCC	87	14.12	56.81	3.01	26.07	0.00	0.00
GCC	88	24.78	3.67	44.58	26.97	0.00	0.00
GCC	89	41.54	41.02	13.69	3.75	0.00	0.00
GCC	90	35.20	28.97	3.76	32.07	0.00	0.00
GCC	91	31.46	27.01	36.89	4.64	0.00	0.00
GCC	92	24.24	27.10	34.08	14.58	0.00	0.00
GCC	93	21.93	14.39	22.72	40.95	0.00	0.00
GCC	94	26.66	28.58	41.09	3.67	0.00	0.00
GCC	95	36.50	17.35	22.67	23.48	0.00	0.00
GCC	96	12.68	2.68	14.95	69.69	0.00	0.00
GCC	97	22.17	38.43	25.51	13.89	0.00	0.00
GCC	98	41.28	17.61	16.96	24.15	0.00	0.00
GCC	99	35.82	46.25	3.39	14.54	0.00	0.00
GCC	100	21.58	41.67	22.45	14.30	0.00	0.00
GCC	101	12.08	14.09	36.26	37.57	0.00	0.00
GCC	102	22.55	46.11	3.75	27.59	0.00	0.00
GCC	103	26.04	26.71	23.35	23.89	0.00	0.00
GCC	104	22.70	25.64	26.10	25.56	0.00	0.00
GCC	105	12.97	5.10	25.55	56.38	0.00	0.00
GCC	106	44.71	17.43	22.73	15.12	0.00	0.00
GCC	107	3.34	37.55	31.36	27.75	0.00	0.00
GCC	108	12.98	14.73	44.86	27.44	0.00	0.00
GCC	109	14.20	30.60	40.16	15.04	0.00	0.00
GCC	110	22.95	36.07	18.56	22.43	0.00	0.00
GCC	111	17.31	12.28	23.98	46.42	0.00	0.00
GCC	112	5.65	40.43	31.80	22.12	0.00	0.00
GCC	113	23.19	18.19	44.80	13.82	0.00	0.00
GCC	114	13.80	23.96	23.64	38.60	0.00	0.00
GCC	115	3.30	23.83	58.67	14.19	0.00	0.00
GCC	116	23.79	25.99	45.13	5.09	0.00	0.00
GCC	117	45.53	36.60	12.89	4.97	0.00	0.00
GCC	118	26.22	27.60	12.38	33.79	0.00	0.00
GCC	119	11.87	55.98	2.87	29.29	0.00	0.00
GCC	120	17.44	38.03	12.53	31.99	0.00	0.00
GCC	121	22.35	18.28	26.43	32.94	0.00	0.00
GCC	122	5.06	52.81	35.08	7.04	0.00	0.00
GCC	123	24.53	35.99	10.13	29.35	0.00	0.00
GCC	124	44.97	40.43	7.23	7.37	0.00	0.00
GCC	125	8.24	49.76	34.69	7.30	0.00	0.00
GCC	126	13.75	7.98	7.55	70.72	0.00	0.00
GCC	127	7.12	49.68	31.66	11.54	0.00	0.00
GCC	128	8.73	49.98	33.41	7.88	0.00	0.00
GCC	129	11.95	19.66	13.40	54.98	0.00	0.00
GCC	130	21.33	21.46	19.93	37.29	0.00	0.00
GCC	131	23.79	34.12	19.08	23.02	0.00	0.00
GCC	132	35.90	21.80	18.92	23.38	0.00	0.00
GCC	133	25.60	21.18	23.09	30.13	0.00	0.00
GCC	134	23.42	21.25	22.55	32.78	0.00	0.00
GCC	135	23.83	16.53	21.69	37.96	0.00	0.00
GCC	136	24.66	31.65	20.66	23.04	0.00	0.00
GCC	137	23.77	22.10	35.82	18.31	0.00	0.00
GCC	138	23.99	22.53	20.18	33.30	0.00	0.00
GCC	139	23.36	35.51	20.92	20.21	0.00	0.00
GCC	140	25.73	31.26	20.96	22.05	0.00	0.00
GCC	141	24.14	22.13	20.05	33.69	0.00	0.00
GCC	142	21.86	25.16	20.58	32.39	0.00	0.00
GCC	143	22.45	22.26	17.95	37.34	0.00	0.00
GCC	144	21.80	35.88	21.90	20.42	0.00	0.00
GCC	145	31.02	22.42	22.39	24.17	0.00	0.00
GCC	146	24.34	17.84	33.87	23.95	0.00	0.00
GCC	147	18.92	35.16	20.63	25.29	0.00	0.00
GCC	148	24.30	18.00	18.32	39.38	0.00	0.00
GCC	149	33.54	21.78	19.65	25.03	0.00	0.00
GCC	150	33.17	20.38	22.54	23.91	0.00	0.00
GCC	151	34.30	17.71	23.80	24.19	0.00	0.00
# ACGT content per cycle, read oriented. Use `grep ^GCT | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]
GCT	1	1.63	30.59	26.44	41.34
GCT	2	7.34	36.70	34.34	21.62
GCT	3	34.67	6.67	23.50	35.15
GCT	4	39.00	4.27	2.40	54.33
GCT	5	23.78	35.06	25.14	16.02
GCT	6	12.44	45.45	35.48	6.63
GCT	7	3.74	58.80	35.98	1.47
GCT	8	6.68	20.56	47.60	25.16
GCT	9	50.55	33.74	13.62	2.09
GCT	10	23.37	53.81	6.74	16.08
GCT	11	11.25	38.09	17.15	33.51
GCT	12	21.38	24.39	6.39	47.84
GCT	13	3.18	34.31	40.65	21.86
GCT	14	43.82	21.02	22.07	13.09
GCT	15	24.21	3.65	52.61	19.53
GCT	16	23.55	56.60	15.11	4.73
GCT	17	44.75	1.76	18.85	34.65
GCT	18	32.69	53.74	2.99	10.58
GCT	19	36.94	49.15	11.76	2.15
GCT	20	18.33	36.19	31.05	14.43
GCT	21	23.15	36.11	18.72	22.01
GCT	22	44.75	17.66	35.19	2.40
GCT	23	24.48	3.69	59.56	12.27
GCT	24	51.03	4.28	4.18	40.52
GCT	25	21.13	12.81	45.87	20.19
GCT	26	23.89	4.05	60.13	11.93
GCT	27	39.76	23.23	3.87	33.14
GCT	28	3.43	26.77	37.99	31.81
GCT	29	37.28	55.51	4.35	2.86
GCT	30	50.37	3.27	33.40	12.97
GCT	31	23.81	45.15	18.16	12.88
GCT	32	40.60	27.21	18.42	13.78
GCT	33	22.95	18.86	12.22	45.97
GCT	34	16.66	54.52	23.58	5.24
GCT	35	3.20	39.95	24.67	32.17
GCT	36	36.36	4.70	13.32	45.62
GCT	37	21.87	27.31	45.96	4.86
GCT	38	34.03	2.91	59.54	3.53
GCT	39	42.35	12.22	16.68	28.75
GCT	40	36.13	14.99	26.89	21.99
GCT	41	3.17	23.28	19.33	54.22
GCT	42	21.61	16.22	17.37	44.80
GCT	43	4.28	77.13	15.78	2.81
GCT	44	16.12	76.18	4.50	3.20
GCT	45	25.62	24.69	27.12	22.57
GCT	46	3.88	26.39	32.76	36.98
GCT	47	17.49	16.99	31.61	33.91
GCT	48	14.69	21.44	4.11	59.76
GCT	49	4.45	14.51	35.90	45.14
GCT	50	3.74	45.28	46.09	4.89
GCT	51	2.12	3.85	32.54	61.49
GCT	52	23.49	47.29	26.07	3.15
GCT	53	4.24	13.77	26.48	55.51
GCT	54	12.74	32.07	18.11	37.08
GCT	55	31.46	19.50	14.09	34.96
GCT	56	36.21	31.88	27.38	4.53
GCT	57	3.28	23.43	43.18	30.12
